ID,Race_Diversity,Income_Diversity,Talent_Index,Young_People,Median_Age,Poverty,Unemployment,Median_Income
14000US25001010100,0.5676685803203395,0.45844982797994394,0.3432149246102735,0.062457798784604994,72,0.08601422282424653,27.009708737864077,42228
14000US25001010206,0.5342482889979339,0.47991700305802654,0.3448865023187698,0.06502525252525253,61,0.042222222222222223,62.08695652173913,48452
14000US25001010208,0.5080907481857848,0.5498502512314052,0.35147279081377936,0.0736312146003776,0,0.04782882315921964,44.96875,62051
14000US25001010304,0.5081676802684297,0.5354400013163019,0.3332131265777137,0.10726150925486473,22,0.026897214217098942,55.57142857142857,61138
14000US25001010306,0.5307964008267165,0.5580264607190661,0.3040462427745665,0.12779552715654952,53,0.04011359602413916,90.21428571428571,55455
14000US25001010400,0.5269282441271644,0.5132347317701311,0.2948284195263412,0.0863356053229471,17,0.03334433806536811,45.483870967741936,46741
14000US25001010500,0.5108563781147902,0.49681447502548415,0.4057471264367816,0.05856832971800434,36,0.05929139551699204,24.785714285714285,68508
14000US25001010600,0.53777658068314,0.5201468711955199,0.3550595992898808,0.09017912291537987,50,0.05115830115830116,30.9247311827957,66852
14000US25001010700,0.5252209833117045,0.5212267402315622,0.32459390139640926,0.09951790633608816,98,0.05286800276434001,22.46846846846847,64375
14000US25001010800,0.5088276473776017,0.5335668452963269,0.38698517298187807,0.11604938271604938,84,0.02610183996576808,14.752613240418118,76768
14000US25001010900,0.5204675907582269,0.5351913912392059,0.27252597513200477,0.08686989440127516,73,0.0242798353909465,28.20805369127517,65231
14000US25001011002,0.5153881575592913,0.5187165178571429,0.25047398356856965,0.14384541984732824,167,0.03187250996015936,36.885416666666664,60044
14000US25001011100,0.5209866365495559,0.5554603354988792,0.2844542447629548,0.14961325966850827,137,0.029613259668508286,37.53333333333333,79766
14000US25001011200,0.5322794791010292,0.5312841972191846,0.3392648091781784,0.12115942028985507,73,0.041237113402061855,30.155339805825243,68617
14000US25001011300,0.5178865503936704,0.527744810889804,0.3285948605795517,0.1137660485021398,30,0.028530670470756064,18.37857142857143,69148
14000US25001011400,0.5146873773953814,0.5398030694158524,0.27183271832718325,0.11308767471410419,30,0.06124401913875598,37.68421052631579,61108
14000US25001011500,0.5482379344557776,0.5032377296075055,0.1766962843295638,0.1500511247443763,114,0.07315133845746091,74.84782608695652,49335
14000US25001011600,0.5460053133018155,0.5228684315938411,0.20966688438928804,0.11846087332468655,61,0.04798962386511025,71.75862068965517,46813
14000US25001011700,0.5179551244366059,0.5091309839365434,0.2802013422818792,0.14497354497354498,60,0.05238095238095238,17.622448979591837,60903
14000US25001011801,0.5385009651654532,0.5516716607147997,0.31146156012390874,0.05166051660516605,12,0.03034030340303403,22.792079207920793,55507
